company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
Quikrete,Atlanta,GA,,https://quikrete.com,https://linkedin.com/company/quikrete,Both,Southeast,Domestic,Danny Ambrose,concrete cleaner tablets,100,Manufacturer of concrete and related products including cleaning tablets,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Quikrete's concrete cleaner tablets.,,
RXQ Compounding,Athens,OH,,https://rxqcompounding.com,https://linkedin.com/company/rxq-compounding-llc,Both,Central,Domestic,David Nelson,503b outsourcing facility,100,503B outsourcing facility providing sterile compounded medications,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the 503B outsourcing facility context.,,
Raytheon Technologies,Waltham,MA,,https://rtx.com,https://linkedin.com/company/raytheon-technologies,Both,Northeast,Domestic,Raffaele Romano,structural ceramics aerospace,100,Uses structural ceramics in its aerospace and defense solutions,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in Raytheon Technologies' use of structural ceramics for aerospace.,,
Recro Pharma,Gainesville,GA,,https://recrocdmo.com,https://linkedin.com/company/recro-pharma,Both,Southeast,Domestic,Danny Ambrose,pharmaceutical formulation development,100,Specializes in oral solid dose products,ENGAGE,high,Both,85,high pressure; medium pressure; low pressure,Fette; Korsch,Recro Pharma presents a significant opportunity for tablet compression improvements in their oral solid dose products.,,
Rheinmetall US,Sterling,VA,,https://www.rheinmetall.com/en,https://linkedin.com/company/rheinmetall,Both,Northeast,Domestic,Raffaele Romano,explosives propellant manufacturing,100,"Produces military technology and systems including propellants, needing both formulation and engineering solutions.",EDUCATE,medium,Both,80,inconsistent density; tablet breakage; capping issues,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in explosives propellant manufacturing with a focus on formulation and engineering solutions.,,
Ridgecrest Herbals,Salt Lake City,UT,,https://www.rcherbals.com,https://linkedin.com/company/ridgecrest-herbals,Both,Rocky Mountain,Domestic,Eric Maughan,protein supplement tablets,100,Produces herbal supplements including protein tablets,ENGAGE,medium,Both,80,high pressure during compression; inconsistent tablet hardness,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in protein supplement production.,,
Ridley,Mankato,MN,,https://www.ridleyinc.com,https://linkedin.com/company/ridley-inc,Both,Central,Domestic,David Nelson,animal feed supplements,100,"Engages in animal nutrition, requiring both formulation and tablet production.",ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Ridley Inc. presents a medium opportunity for tablet compression improvements in animal feed supplements.,,
Romeo Power,Vernon,CA,,https://romeopower.com,https://linkedin.com/company/romeo-power,Both,West Coast,Domestic,Fernando Delgado,battery cathode manufacturing,100,Designs and manufactures battery modules and packs,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in battery cathode manufacturing.,,
Roots Organics,Eugene,OR,,https://rootorganics.com,https://linkedin.com/company/roots-organics,Both,West Coast,Domestic,Fernando Delgado,plant food tablets,100,Produces a range of soil and plant food products,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in plant food tablets to enhance product consistency and reduce risks.,,
Rust-Oleum,Vernon Hills,IL,,https://rustoleum.com,https://linkedin.com/company/rust-oleum,Both,Central,Domestic,David Nelson,concrete cleaner tablets,100,Produces a variety of coatings and cleaning products for concrete,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Rust-Oleum's concrete cleaner tablets.,,
Rx Vitamins,Peekskill,NY,,https://rxvitamins.com,https://linkedin.com/company/rx-vitamins,Both,Northeast,Domestic,Raffaele Romano,pet calming tablets,100,Provides veterinary supplements including calming aids,ENGAGE,medium,Both,85,high pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in pet calming supplements, balancing pressure to ensure product integrity.",,
S. C. Johnson & Son,Racine,WI,,https://www.scjohnson.com,https://linkedin.com/company/sc-johnson,Both,Central,Domestic,David Nelson,toilet bowl cleaner tablets,100,"Known for its household cleaning brands, including toilet cleaning products",MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in S. C. Johnson's toilet bowl cleaner tablets.,,
SNF Holding Company,Riceboro,GA,,https://snf.com,https://linkedin.com/company/snf-holding-company,Both,Southeast,Domestic,Danny Ambrose,water treatment tablets,100,Produces water-soluble polymers for treatment processes,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in water treatment tablets with potential risks to consider.,,
Sakrete,Charlotte,NC,,https://sakrete.com,https://linkedin.com/company/sakrete,Both,Southeast,Domestic,Danny Ambrose,concrete cleaner tablets,100,Produces packaged concrete goods including cleaning tablets,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Sakrete's concrete cleaner tablets.,,
Sasol North America,Houston,TX,,https://sasol.com,https://linkedin.com/company/sasol,Both,Central,Domestic,David Nelson,catalyst pellet manufacturing,100,"Engaged in the production of various chemical products, including catalysts",MONITOR,medium,Both,75,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in catalyst pellet manufacturing at Sasol North America.,,
Schott North America,Elmsford,NY,,https://schott.com,https://linkedin.com/company/schott,Both,Northeast,Domestic,Raffaele Romano,bioceramics manufacturing,100,Develops specialty glass and ceramics for medical applications,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in bioceramics manufacturing for medical applications.,,
Scotts Miracle-Gro Company,Marysville,OH,,https://scottsmiraclegro.com,https://linkedin.com/company/scotts-miracle-gro,Both,Central,Domestic,David Nelson,agricultural fertilizer tablets,100,"Develops a range of plant fertilizers, including granulated and pellet forms.",DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Scotts Miracle-Gro Company's agricultural fertilizer tablets.,,
Shell Catalysts & Technologies,Houston,TX,,https://shell.com,https://linkedin.com/company/shell,Both,Central,Domestic,David Nelson,catalyst pellet manufacturing,100,Provides catalyst solutions for various industries,MONITOR,medium,Engineering,75,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in catalyst pellet manufacturing with potential risks to consider.,,
Smashbox Studios,Culver City,CA,,https://www.smashbox.com,https://linkedin.com/company/smashbox-cosmetics,Both,West Coast,Domestic,Fernando Delgado,cosmetics pressed powder,100,Produces professional makeup lines including pressed powders,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in pressed powder production at Smashbox Studios.,,
Soft Gel Technologies,Los Angeles,CA,,https://soft-gel.com,https://linkedin.com/company/soft-gel-technologies-inc,Both,West Coast,Domestic,Fernando Delgado,collagen tablet manufacturing,100,Specializes in softgel and tablet manufacturing for the supplement industry.,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in collagen tablet manufacturing with associated risks.,,
Soleo Health,McKinney,TX,,https://soleohealth.com,https://linkedin.com/company/soleo-health,Both,Central,Domestic,David Nelson,503b outsourcing facility,100,Specializes in the production of compounded medications,DEPRIORITIZE,none,None,70,,,"Soleo Health focuses on compounded medications, presenting limited opportunities for tablet compression evaluation.",,
Solid Gold Pet,Chesterfield,MO,,https://solidgoldpet.com,https://linkedin.com/company/solid-gold-pet,Both,Central,Domestic,David Nelson,pet vitamin supplements,100,"Produces pet nutrition products, including supplements that require tablet machinery",ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in pet vitamin supplements, with potential risks that need to be managed.",,
Solvay USA,Princeton,NJ,,https://solvay.com,https://linkedin.com/company/solvay,Both,Northeast,Domestic,Raffaele Romano,pool chlorine tablet manufacturing,100,"Supplies materials and chemicals for various industries, including pool products",MONITOR,medium,Both,75,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in pool chlorine tablet manufacturing with potential risks to consider.,,
Spartan Chemical Company,Maumee,OH,,https://spartanchemical.com,https://linkedin.com/company/spartan-chemical-company,Both,Central,Domestic,David Nelson,drain cleaner tablets,100,Manufactures chemical specialty maintenance products,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in drain cleaner tablets with associated risks that need monitoring.,,
Supplement Manufacturing Partners,Scotts Valley,CA,,https://www.smpnutra.com,https://linkedin.com/company/supplement-manufacturing-partners,Both,West Coast,Domestic,Fernando Delgado,probiotic tablet manufacturing,100,Offers contract manufacturing services including tablet production,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in probiotic tablet manufacturing with potential risks to address.,,
SureCrete,Dade City,FL,,https://surecretedesign.com,https://linkedin.com/company/surecrete-design-products,Both,Southeast,Domestic,Danny Ambrose,concrete cleaner tablets,100,Manufacturer of decorative and specialty concrete products,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression improvements in the production of concrete cleaner tablets.,,
TILT Holdings,Phoenix,AZ,,https://tiltholdings.com,https://linkedin.com/company/tilt-holdings,Both,Rocky Mountain,Domestic,Eric Maughan,cannabis tablet manufacturing,100,Produces cannabis tablets and provides formulation services,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,TILT Holdings has a medium opportunity for improving tablet compression processes in cannabis tablet manufacturing.,,
Tailwind Nutrition,Durango,CO,,https://tailwindnutrition.com,https://linkedin.com/company/tailwind-nutrition,Both,Rocky Mountain,Domestic,Eric Maughan,electrolyte tablets,100,Specializes in endurance fuel and electrolyte products,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Tailwind Nutrition's electrolyte tablets to enhance product consistency and performance.,,
