Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match,AI Decision,AI Compression,AI Division,AI Confidence,Pressure Signals,Competitors,AI Summary
Burgess-Norton,Geneva,IL,-4961,https://www.burgessnorton.com,https://linkedin.com/company/burgess-norton,Engineering,Central,David Nelson,sintered metal components,90,Specializes in powder metal components requiring tablet press technology,,,,,,ENGAGE,medium,Both,80,low pressure; high pressure,Fette; Korsch,"Burgess-Norton presents a medium opportunity for tablet compression in sintered metal components, requiring careful monitoring of pressure and material flow."
Perry Tool & Research Inc.,Troy,MI,-4709,https://www.perrytool.com,https://linkedin.com/company/perry-tool-research-inc.,Engineering,Central,David Nelson,sintered metal components,90,"Offers powder metallurgy components, needing precise tooling",,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified with Perry Tool & Research Inc.
SMC Powder Metallurgy Inc.,St. Marys,PA,-3847,https://www.smcpowdermetallurgy.com,https://linkedin.com/company/smc-powder-metallurgy-inc.,Engineering,Northeast,Raffaele Romano,sintered metal components,90,"Produces sintered metal parts, requiring compacting technology",,,,,,DEPRIORITIZE,none,None,75,,,No tablet compression opportunities identified for SMC Powder Metallurgy Inc. as they focus on sintered metal components.
Alpha Sintered Metals,Ridgway,PA,-4777,https://www.alphasintered.com,https://linkedin.com/company/alpha-sintered-metals,Engineering,Northeast,Raffaele Romano,sintered metal components,90,"Manufacturer of powder metal components, likely using tablet presses",,,,,,MONITOR,medium,Engineering,75,low pressure; optimal pressure; high pressure,Fette; Korsch,There is a moderate opportunity to optimize tablet compression processes in sintered metal component manufacturing.
Keystone Powdered Metal Company,St. Marys,PA,-3185,https://www.keystonepm.com,https://linkedin.com/company/keystone-powdered-metal-co,Engineering,Northeast,Raffaele Romano,sintered metal components,90,"Produces powdered metal components, needing presses for production",,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for sintered metal components production.
Metco Industries Inc.,St. Marys,PA,-3149,https://www.metcoindustries.com,https://linkedin.com/company/metco-industries-inc,Engineering,Northeast,Raffaele Romano,sintered metal components,90,"Provides sintered metal parts, relying on precision pressing",,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for sintered metal components.
Symmco Inc.,Sykesville,PA,-4168,https://www.symmco.com,https://linkedin.com/company/symmco-inc,Engineering,Northeast,Raffaele Romano,sintered metal components,90,"Provides powder metallurgy solutions, needing efficient pressing tools",,,,,,ENGAGE,high,Engineering,85,high pressure required for sintering; consistent pressure application; pressure fluctuations during pressing,Fette; Korsch,There is a significant opportunity to provide efficient pressing tools for Symmco Inc.'s powder metallurgy solutions.
ASCO Sintering Co.,Commerce,CA,-4597,https://www.ascosintering.com,https://linkedin.com/company/asco-sintering-co,Engineering,West Coast,Fernando Delgado,sintered metal components,90,"Specializes in sintered components, relying on precise tablet pressing",,,,,,MONITOR,medium,Engineering,75,low pressure; optimal pressure; high pressure,Fette; Korsch,ASCO Sintering Co. presents a medium opportunity for tablet compression improvements in their sintered metal components.
"Horizon Technology, Inc.",St. Marys,PA,-8894,https://www.horizontechinc.com,https://linkedin.com/company/horizon-technology-inc,Engineering,Northeast,Raffaele Romano,sintered metal components,90,Produces powdered metal parts requiring precise compaction,,,,,,ENGAGE,high,Engineering,85,high pressure compaction; uniform pressure distribution; dynamic pressure monitoring,Fette; Korsch,"There is a significant opportunity to enhance tablet compression processes for powdered metal parts at Horizon Technology, Inc."
FloMet LLC,DeLand,FL,-1870,https://www.flo-met.com,https://linkedin.com/company/flomet-llc,Engineering,Southeast,Danny Ambrose,sintered metal components,90,"Provides metal injection molding and sintering, needing pressing technology",,,,,,EDUCATE,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,FloMet LLC presents a medium opportunity for tablet compression technology in their sintered metal components production.
Pacific Sintered Metals,Los Angeles,CA,-3041,https://www.pacificsintered.com,https://linkedin.com/company/pacific-sintered-metals,Engineering,West Coast,Fernando Delgado,sintered metal components,90,Offers sintered products requiring precision pressing,,,,,,DEPRIORITIZE,none,None,75,,,No tablet compression opportunities identified for sintered metal components.
Electrographite Carbon Co.,Lorain,OH,-1918,https://electrographite.biz,,Engineering,Central,David Nelson,carbon brush manufacturing,85,Manufactures carbon brushes using precision methods,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in carbon brush manufacturing.
St. Marys Carbon Company,Saint Marys,PA,-8927,https://stmaryscarbon.com,https://linkedin.com/company/st-marys-carbon-company,Engineering,Northeast,Raffaele Romano,carbon brush manufacturing,90,Manufactures carbon and graphite products including brushes,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for St. Marys Carbon Company.
"Americarb, Inc.",Garfield Heights,OH,-9677,https://americarb.com,https://linkedin.com/company/americarb-inc,Engineering,Central,David Nelson,carbon brush manufacturing,90,Produces carbon and graphite products needing precise manufacturing,,,,,,DEPRIORITIZE,none,None,70,,,"No tablet compression opportunities identified for Americarb, Inc."
Morganite Electrical Carbon Ltd.,Durham,NC,-5802,https://morganadvancedmaterials.com,https://linkedin.com/company/morgan-advanced-materials,Engineering,Southeast,Danny Ambrose,carbon brush manufacturing,90,Supplies carbon brushes and electrical components,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in carbon brush manufacturing.
"Schunk Graphite Technology, LLC",Menomonee Falls,WI,-7178,https://schunk-group.com,https://linkedin.com/company/schunk-group,Engineering,Central,David Nelson,carbon brush manufacturing,90,Manufactures graphite and carbon-based products requiring precision,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in carbon brush manufacturing.
"Ohio Carbon Blank, Inc.",Willoughby,OH,-10270,http://ohiocarbonblank.com,,Engineering,Central,David Nelson,carbon brush manufacturing,85,Produces carbon blanks and brushes using precise manufacturing techniques,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in carbon brush manufacturing.
Mersen USA St. Marys-PA Corp.,Saint Marys,PA,-2828,https://mersen.com,https://linkedin.com/company/mersen,Engineering,Northeast,Raffaele Romano,carbon brush manufacturing,90,Provides carbon brushes and other electrical components,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in carbon brush manufacturing.
"Ohio Carbon Industries, Inc.",Canton,OH,-8044,http://ohiocarbon.com,,Engineering,Central,David Nelson,carbon brush manufacturing,85,Specializes in manufacturing carbon brushes with potential tablet pressing needs,,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,"Ohio Carbon Industries, Inc. has a medium opportunity for tablet compression in their carbon brush manufacturing process."
"Bardons & Oliver, Inc.",Solon,OH,-6737,https://bardonsoliver.com,https://linkedin.com/company/bardons-oliver,Engineering,Central,David Nelson,carbon brush manufacturing,90,Produces precision machining and manufacturing equipment for carbon products,,,,,,DEPRIORITIZE,none,None,70,,Bardons & Oliver,No tablet compression opportunities identified in carbon brush manufacturing.
"Graphite Store, Inc.",Bensenville,IL,-6895,https://graphitestore.com,,Engineering,Central,David Nelson,carbon brush manufacturing,85,Supplies graphite products that may require precision manufacturing techniques,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in graphite brush manufacturing.
Ferrotec USA,Bedford,NH,-7874,https://ferrotec.com,https://linkedin.com/company/ferrotec,Scientific,Northeast,Raffaele Romano,thermoelectric materials,90,They work with thermoelectric materials for various applications including research and development.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric materials.
II-VI Incorporated,Saxonburg,PA,-5530,https://ii-vi.com,https://linkedin.com/company/ii-vi-incorporated,Engineering,Northeast,Raffaele Romano,thermoelectric materials,90,Produces advanced thermoelectric components for industrial use.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric materials.
American Elements,Los Angeles,CA,-1068,https://americanelements.com,https://linkedin.com/company/american-elements,Scientific,West Coast,Fernando Delgado,thermoelectric materials,90,Supplies advanced materials including thermoelectric powders.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric materials from American Elements.
ThermoAura Inc.,Troy,NY,-1889,https://thermoaura.com,https://linkedin.com/company/thermoaura,Scientific,Northeast,Raffaele Romano,thermoelectric materials,90,Specializes in nanostructured thermoelectric materials for scientific applications.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified for ThermoAura Inc.
TEGPRO,Concord,NH,-5308,https://tegpro.com,https://linkedin.com/company/tegpro,Engineering,Northeast,Raffaele Romano,thermoelectric materials,90,"Manufactures thermoelectric generators, which involve the use of advanced materials.",,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric generator manufacturing.
General Atomics,San Diego,CA,-4312,https://ga.com,https://linkedin.com/company/general-atomics,Both,West Coast,Fernando Delgado,thermoelectric materials,100,Engages in advanced R&D and manufacturing of materials for energy applications.,,,,,,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric materials for General Atomics.
Gentherm Incorporated,Northville,MI,-1251,https://gentherm.com,https://linkedin.com/company/gentherm,Engineering,Central,David Nelson,thermoelectric materials,90,Produces thermoelectric products for automotive applications.,,,,,,DEPRIORITIZE,none,None,70,,,No relevant tablet compression opportunities identified for Gentherm Incorporated.
"Hi-Z Technology, Inc.",San Diego,CA,-8212,https://hi-z.com,https://linkedin.com/company/hi-z-technology-inc,Scientific,West Coast,Fernando Delgado,thermoelectric materials,90,Specializes in thermoelectric materials and devices.,,,,,,DEPRIORITIZE,none,None,70,,,"No immediate tablet compression opportunities identified with Hi-Z Technology, Inc."
Nextreme Thermal Solutions,Durham,NC,-8815,https://nextremethermal.com,https://linkedin.com/company/nextreme-thermal-solutions,Engineering,Southeast,Danny Ambrose,thermoelectric materials,90,Develops thin-film thermoelectric components for electronics cooling.,,,,,,DEPRIORITIZE,none,None,70,,,"Nextreme Thermal Solutions focuses on thermoelectric materials, which do not present tablet compression opportunities."
Tecteg MFR,Saginaw,MI,-7079,https://tecteg.com,https://linkedin.com/company/tecteg-mfr,Engineering,Central,David Nelson,thermoelectric materials,90,Manufactures thermoelectric generators and components.,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in thermoelectric materials manufacturing.
Crane Aerospace & Electronics,Lynnwood,WA,-2480,https://craneae.com,https://linkedin.com/company/crane-aerospace-electronics,Both,West Coast,Fernando Delgado,thermoelectric materials,100,Produces high-reliability components that may include thermoelectric materials.,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in thermoelectric materials production.
